id,abreviacion,nombre,domicilio,codigoPostal,numeroLongitud,numeroLatitud,entidad,estado,institucion,jurisdicciones_id,localidad,municipios_id,tipologia,nivelAtencion,activo
CSSMP002111,NULL,FARMACIAS SIMILARES,CLL. DR. JULIO CESAR CABALLERO,29096,-99.867942,16.875378,CHIAPAS,EN OPERACION,SERVICIOS MEDICOS PRIVADOS,1,TUXTLA GUTIERREZ,101,CONSULTORIO ADYACENTE A FARMACIA,PRIMER NIVEL,1
CSSMP002120,NULL,FARMACIAS SIMILARES,AV. BAJA CALIFORNIA,99999,-99.881695,16.860635,CHIAPAS,EN OPERACION,SERVICIOS MEDICOS PRIVADOS,1,NO ESPECIFICADO,101,CONSULTORIO ADYACENTE A FARMACIA,PRIMER NIVEL,1
CSSMP002135,NULL,FARMACIAS SIMILARES,AV. CENTRAL,30200,-99.87508,16.86096,CHIAPAS,EN OPERACION,SERVICIOS MEDICOS PRIVADOS,1,NO ESPECIFICADO,106,CONSULTORIO ADYACENTE A FARMACIA,PRIMER NIVEL,1
CSSMP002144,NULL,FARMACIAS SIMILARES,AV. PRINCIPAL,99999,-99.83698,16.90236,CHIAPAS,EN OPERACION,SERVICIOS MEDICOS PRIVADOS,1,NO ESPECIFICADO,106,CONSULTORIO ADYACENTE A FARMACIA,PRIMER NIVEL,1
CSSMP002153,NULL,FARMACIAS SIMILARES,1RA AV SUR,30475,-99.8312,16.89866,CHIAPAS,EN OPERACION,SERVICIOS MEDICOS PRIVADOS,4,NO ESPECIFICADO,108,CONSULTORIO ADYACENTE A FARMACIA,PRIMER NIVEL,1
CSSMP002162,NULL,FARMACIA SORIANA HÍPER SUC.582 SAN CRISTÓBAL DE LAS CASAS,lvd. Juan Sabines Carretera Panamericana KM 1.178 ,29264,-92.6584,16.7294,CHIAPAS,EN OPERACION,SERVICIOS MEDICOS PRIVADOS,2,SAN CRISTOBAL DE LAS CASAS,78,CONSULTORIO ADYACENTE A FARMACIA,PRIMER NIVEL,1
CSSMP002171,NULL,FARMACIA SORIANA HÍPER SUC.114 POLIFORUM,Blvd. Ángel Albino Corso y Blvd. Andrés Serra Rojas                             ,29040,-93.0819,16.7484,CHIAPAS,EN OPERACION,SERVICIOS MEDICOS PRIVADOS,1,TUXTLA GUTIERREZ,101,CONSULTORIO ADYACENTE A FARMACIA,PRIMER NIVEL,1
CSSMP002182,NULL,CONSULTORIO MEDICO GENERAL,3A NORTE ORIENTE,29043,-93.10468,16.754578,CHIAPAS,EN OPERACION,SERVICIOS MEDICOS PRIVADOS,1,TUXTLA GUTIERREZ,101,NO ESPECIFICADO,PRIMER NIVEL,1
CSSMP002194,NULL,SAN LUCAS CARDIOLÓGICA DEL SURESTE S. A. DE C. V.,TUXTLA-VILLAFLORES,29029,-93.108034,16.723508,CHIAPAS,EN OPERACION,SERVICIOS MEDICOS PRIVADOS,1,TUXTLA GUTIERREZ,101,NO ESPECIFICADO,SEGUNDO NIVEL,1
CSSMP002206,NULL,CENTRO CHIAPANECO DEL RIÑON S.A. DE C. V.,2A. NORTE,30700,-92.26,14.913611,CHIAPAS,EN OPERACION,SERVICIOS MEDICOS PRIVADOS,7,TAPACHULA DE CORDOVA Y ORDOÑEZ,89,CONSULTORIO PARTICULAR,PRIMER NIVEL,1
CSSMP002211,NULL,CENTRO CHIAPANECO DEL RIÑON S. A. DE C. V.,14A. PONIENTE SUR,29060,-93.128889,16.753056,CHIAPAS,EN OPERACION,SERVICIOS MEDICOS PRIVADOS,1,TUXTLA GUTIERREZ,101,CONSULTORIO PARTICULAR,PRIMER NIVEL,1
CSSMP002223,NULL,"OFTALMOLASER DE CHIAPAS, S. C.",9ª. PONIENTE NORTE,29000,-93.1233506,16.7576644,CHIAPAS,EN OPERACION,SERVICIOS MEDICOS PRIVADOS,1,TUXTLA GUTIERREZ,101,NO ESPECIFICADO,SEGUNDO NIVEL,1
CSSMP002235,NULL,SANATORIO DAMAS GONZALEZ,2A. SUR ORIENTE,29950,-92.086067,16.910686,CHIAPAS,EN OPERACION,SERVICIOS MEDICOS PRIVADOS,9,OCOSINGO,59,NO ESPECIFICADO,SEGUNDO NIVEL,1
CSSMP002240,NULL,"CLÍNICA DE UROLOGÍA DE LA COSTA DE CHIAPAS, S.A. DE C. V.",CENTRAL NORTE,30700,-92.25941,14.913549,CHIAPAS,EN OPERACION,SERVICIOS MEDICOS PRIVADOS,7,TAPACHULA DE CORDOVA Y ORDOÑEZ,89,NO ESPECIFICADO,SEGUNDO NIVEL,1
CSSMP002252,NULL,CONSULTORIO MEDICO SUCURSAL 17 ORIENTE,CENTRAL NORTE ESQUINA 17 CALLE ORIENTE MODULO 1,30700,-92.2649765,14.9248953,CHIAPAS,EN OPERACION,SERVICIOS MEDICOS PRIVADOS,7,TAPACHULA DE CORDOVA Y ORDOÑEZ,89,CONSULTORIO ADYACENTE A FARMACIA,PRIMER NIVEL,1
CSSMP002264,NULL,CONSULTORIO MEDICO SUCURSAL 5 DE FEBRERO,8 NORTE ESQUINA CON 19 PONIENTE MODULO 1,30700,-92.2615771,14.9165093,CHIAPAS,EN OPERACION,SERVICIOS MEDICOS PRIVADOS,7,TAPACHULA DE CORDOVA Y ORDOÑEZ,89,CONSULTORIO ADYACENTE A FARMACIA,PRIMER NIVEL,1
CSSMP002276,NULL,CONSULTORIO MEDICO SUCURSAL SAN JUAN,14 PRIVADA NORTE MODULO 1,30700,-92.2671478,14.9160259,CHIAPAS,EN OPERACION,SERVICIOS MEDICOS PRIVADOS,7,TAPACHULA DE CORDOVA Y ORDOÑEZ,89,CONSULTORIO ADYACENTE A FARMACIA,PRIMER NIVEL,1
CSSMP002281,NULL,CONSULTORIO MEDICO SUCURSAL CATEDRAL,8a NORTE MODULO 1,30700,-92.2647121,14.9116196,CHIAPAS,EN OPERACION,SERVICIOS MEDICOS PRIVADOS,7,TAPACHULA DE CORDOVA Y ORDOÑEZ,89,CONSULTORIO ADYACENTE A FARMACIA,PRIMER NIVEL,1
CSSMP002293,NULL,CONSULTORIO MEDICO SUCURSAL 5a PONIENTE ,5a PONIENTE MODULO 1,30700,-92.2660799,14.9116055,CHIAPAS,EN OPERACION,SERVICIOS MEDICOS PRIVADOS,7,TAPACHULA DE CORDOVA Y ORDOÑEZ,89,CONSULTORIO ADYACENTE A FARMACIA,PRIMER NIVEL,1
CSSMP002305,NULL,CONSULTORIO MEDICO SUCURSAL 10a NORTE ,10a NORTE MODULO 1,30700,-92.12654316,14.9113458,CHIAPAS,EN OPERACION,SERVICIOS MEDICOS PRIVADOS,7,TAPACHULA DE CORDOVA Y ORDOÑEZ,89,CONSULTORIO ADYACENTE A FARMACIA,PRIMER NIVEL,1
CSSMP002310,NULL,CONSULTORIO MEDICO SUCURSAL 4 NORTE,4a NORTE MODULO 1,30700,-92.2642431,14.9095112,CHIAPAS,EN OPERACION,SERVICIOS MEDICOS PRIVADOS,7,TAPACHULA DE CORDOVA Y ORDOÑEZ,89,CONSULTORIO ADYACENTE A FARMACIA,PRIMER NIVEL,1
CSSMP002322,NULL,CONSULTORIO MEDICO SUCURSAL 6a NORTE ,6a NORTE MODULO 1,30700,-92.2647825,14.9094429,CHIAPAS,EN OPERACION,SERVICIOS MEDICOS PRIVADOS,7,TAPACHULA DE CORDOVA Y ORDOÑEZ,89,CONSULTORIO ADYACENTE A FARMACIA,PRIMER NIVEL,1
CSSMP002334,NULL,CONSULTORIO MEDICO SUCURSAL CENTRAL PONIENTE,CENTRAL PONIENTE MODULO 1,30700,-92.684536,14.907348,CHIAPAS,EN OPERACION,SERVICIOS MEDICOS PRIVADOS,7,TAPACHULA DE CORDOVA Y ORDOÑEZ,89,CONSULTORIO ADYACENTE A FARMACIA,PRIMER NIVEL,1
CSSMP002346,NULL,CONSULTORIO MEDICO SUCURSAL 7a NORTE,7a NORTE ESQUINA PRIMERA ORIENTE MODULO 1,30700,-92.258898,14.905361,CHIAPAS,EN OPERACION,SERVICIOS MEDICOS PRIVADOS,7,TAPACHULA DE CORDOVA Y ORDOÑEZ,89,CONSULTORIO ADYACENTE A FARMACIA,PRIMER NIVEL,1
CSSMP002351,NULL,CONSULTORIO MEDICO SUCURSAL 8 SUR,8 CALLE PONIENTE MODULO 1,30700,-92.2696959,14.9034677,CHIAPAS,EN OPERACION,SERVICIOS MEDICOS PRIVADOS,7,TAPACHULA DE CORDOVA Y ORDOÑEZ,89,CONSULTORIO ADYACENTE A FARMACIA,PRIMER NIVEL,1
CSSMP002363,NULL,CONSULTORIO MEDICO SUCURSAL CENTRAL ORIENTE,CENTRAL ORIENTE ESQUINA 11 AVENIDA NORTE MODULO 1,30700,-92.2578699,14.9027891,CHIAPAS,EN OPERACION,SERVICIOS MEDICOS PRIVADOS,7,TAPACHULA DE CORDOVA Y ORDOÑEZ,89,CONSULTORIO ADYACENTE A FARMACIA,PRIMER NIVEL,1
CSSMP002375,NULL,CONSULTORIO MEDICO CENTRAL SUR,CENTRAL SUR,30700,-92.266765,14.9013138,CHIAPAS,EN OPERACION,SERVICIOS MEDICOS PRIVADOS,7,TAPACHULA DE CORDOVA Y ORDOÑEZ,89,CONSULTORIO ADYACENTE A FARMACIA,PRIMER NIVEL,1
CSSMP002380,NULL,CONSULTORIO MEDICO SUCURSAL 9 SUR,9a SUR MODULO 1,30700,-92.2614034,14.8984845,CHIAPAS,EN OPERACION,SERVICIOS MEDICOS PRIVADOS,7,TAPACHULA DE CORDOVA Y ORDOÑEZ,89,CONSULTORIO ADYACENTE A FARMACIA,PRIMER NIVEL,1
CSSMP002392,NULL,CONSULTORIO MEDICO SUCURSAL UNIVERSIDAD,4aAVENIDA SUR Y 22 CALLE PONIENTE MODULO I,30700,-92.272051,14.8973527,CHIAPAS,EN OPERACION,SERVICIOS MEDICOS PRIVADOS,7,TAPACHULA DE CORDOVA Y ORDOÑEZ,89,CONSULTORIO ADYACENTE A FARMACIA,PRIMER NIVEL,1
CSSMP002404,NULL,CONSULTORIO MEDICO SUCURSAL LAURELES,LAS PALMAS MODULO 1,30700,-92.2510364,14.8910766,CHIAPAS,EN OPERACION,SERVICIOS MEDICOS PRIVADOS,7,TAPACHULA DE CORDOVA Y ORDOÑEZ,89,CONSULTORIO ADYACENTE A FARMACIA,PRIMER NIVEL,1
CSSMP002416,NULL,CONSULTORIO MEDICO SUCURSAL 13 SUR ,13 AVENIDA SUR MODULO 1,30700,-92.2623483,14.8890664,CHIAPAS,EN OPERACION,SERVICIOS MEDICOS PRIVADOS,7,TAPACHULA DE CORDOVA Y ORDOÑEZ,89,CONSULTORIO ADYACENTE A FARMACIA,PRIMER NIVEL,1
CSSMP002421,NULL,CONSULTORIO MEDICO SUCURSAL HOSPITAL,KM. 2.5 CARRETERA ANTIGUO AEROPUERTO MODULO 1,30700,-92.2909818,14.8867169,CHIAPAS,EN OPERACION,SERVICIOS MEDICOS PRIVADOS,7,TAPACHULA DE CORDOVA Y ORDOÑEZ,89,CONSULTORIO ADYACENTE A FARMACIA,PRIMER NIVEL,1
CSSMP002433,NULL,KALEMS MEDICAL CENTER ,4A   NORTE,30479,-93.2729967,16.2360084,CHIAPAS,EN OPERACION,SERVICIOS MEDICOS PRIVADOS,4,VILLAFLORES,108,NO ESPECIFICADO,SEGUNDO NIVEL,1
CSSMP002445,NULL,CONSULTORIO DE MEDICINA GENERAL,15A. ORIENTE SUR,29000,-93.103421,16.748542,CHIAPAS,EN OPERACION,SERVICIOS MEDICOS PRIVADOS,1,TUXTLA GUTIERREZ,101,CONSULTORIO PARTICULAR,PRIMER NIVEL,1
CSSMP002450,NULL,PALENQUE,JUAREZ,29960,-91.98222001,17.50907194,CHIAPAS,EN OPERACION,SERVICIOS MEDICOS PRIVADOS,6,PALENQUE,65,CONSULTORIO ADYACENTE A FARMACIA,PRIMER NIVEL,1
CSSMP002462,NULL,CONSULTORIO MEDICO SUCURSAL 1 NORTE,1a NORTE MODULO I,30450,-93.8987428,16.2353964,CHIAPAS,EN OPERACION,SERVICIOS MEDICOS PRIVADOS,8,ARRIAGA,9,CONSULTORIO ADYACENTE A FARMACIA,PRIMER NIVEL,1
CSSMP002474,NULL,CONSULTORIO MEDICO SUCURSAL MATAMOROS,MATAMOROS ORIENTE MODULO I,30500,-93.7515677,16.0894347,CHIAPAS,EN OPERACION,SERVICIOS MEDICOS PRIVADOS,8,TONALA,97,CONSULTORIO ADYACENTE A FARMACIA,PRIMER NIVEL,1
CSSMP002486,NULL,CONSULTORIO MEDICO SUCURSAL FERROCARRIL,1a PONIENTE MODULO I,30540,-93.2092867,15.6872542,CHIAPAS,EN OPERACION,SERVICIOS MEDICOS PRIVADOS,8,PIJIJIAPAN,69,CONSULTORIO ADYACENTE A FARMACIA,PRIMER NIVEL,1
CSSMP002491,NULL,CONSULTORIO MEDICO SUCURSAL SARABIA,CENTRAL MODULO I,30560,-92.8979044,15.4367944,CHIAPAS,EN OPERACION,SERVICIOS MEDICOS PRIVADOS,7,MAPASTEPEC,51,CONSULTORIO ADYACENTE A FARMACIA,PRIMER NIVEL,1
CSSMP002503,NULL,CONSULTORIO MEDICO SUCURSAL COLON,CALLE NEGRETE Y AVENIDA CENTRAL MODULO I,30640,-92.463626,15.14301,CHIAPAS,EN OPERACION,SERVICIOS MEDICOS PRIVADOS,7,HUIXTLA,40,CONSULTORIO ADYACENTE A FARMACIA,PRIMER NIVEL,1
CSSMP002515,NULL,CONSULTORIO MEDICO SUCURSAL ZARAGOZA,"CENTRAL NORTE Y AV. ZARAGOZA, MODULO I",30640,-92.4658019,15.1387914,CHIAPAS,EN OPERACION,SERVICIOS MEDICOS PRIVADOS,7,HUIXTLA,40,CONSULTORIO ADYACENTE A FARMACIA,PRIMER NIVEL,1
CSSMP002520,NULL,CONSULTORIO MEDICO SUCURSAL HUIXTLA,"MORELOS ORIENTE, MODULO I",30640,-92.4638784,15.1384559,CHIAPAS,EN OPERACION,SERVICIOS MEDICOS PRIVADOS,7,HUIXTLA,40,CONSULTORIO ADYACENTE A FARMACIA,PRIMER NIVEL,1
CSSMP002532,NULL,HOSPITAL Y CENTRO MÉDICO SAN CRISTOBAL,SUR,29290,-92.644357,16.708526,CHIAPAS,EN OPERACION,SERVICIOS MEDICOS PRIVADOS,2,SAN CRISTOBAL DE LAS CASAS,78,NO ESPECIFICADO,SEGUNDO NIVEL,1
CSSMP002544,NULL,CONSULTORIO MEDICO,CENTRAL ORIENTE,29000,-93.109939,16.752399,CHIAPAS,EN OPERACION,SERVICIOS MEDICOS PRIVADOS,1,TUXTLA GUTIERREZ,101,CONSULTORIO PARTICULAR,PRIMER NIVEL,1
CSSSA000016,NULL,NUEVA REFORMA,DESVÍO DE DELICIAS RUMBO AL EJIDO MARÍA ESTHER. ENFRENTE DE LA TELESECUNDARIA FRANCISCO GONZÁLEZ BOCANEGRA,30590,-92.7506,15.4341,CHIAPAS,EN OPERACION,SECRETARIA DE SALUD,7,NUEVA REFORMA,1,CASA DE SALUD,PRIMER NIVEL,1
CSSSA000021,NULL,FLOR DEL CARMEN,CERCA DE LA CASA DEL A.S.C.,20590,-92.72,15.3611,CHIAPAS,EN OPERACION,SECRETARIA DE SALUD,7,FLOR DEL CARMEN UNO,1,CASA DE SALUD,PRIMER NIVEL,1
CSSSA000033,NULL,LAS BRISAS,CENTRAL CHIAPAS A 200 MTS DE LA CARRETERA FEDERAL HACIA LAS PALMAS,30590,-92.6831,15.3465,CHIAPAS,EN OPERACION,SECRETARIA DE SALUD,7,LAS BRISAS,1,RURAL DE 01 NÚCLEO BÁSICO,PRIMER NIVEL,1
CSSSA000045,NULL,H. B. C. DR. MANUEL VELASCO SUAREZ ACALA,MORELOS,29370,-92.815191,16.556405,CHIAPAS,EN OPERACION,SECRETARIA DE SALUD,1,ACALA,2,HOSPITAL INTEGRAL (COMUNITARIO),SEGUNDO NIVEL,1
CSSSA000050,NULL,VILLA DE ACALA,MARIANO NANGO,29370,-92.8049,16.559,CHIAPAS,EN OPERACION,SECRETARIA DE SALUD,1,ACALA,2,RURAL DE 03 NÚCLEOS BÁSICOS Y MÁS,PRIMER NIVEL,1
CSSSA000062,NULL,CRUZ CHIQUITA,ANTES DE LA ESCUELA GERARDO RAMOS,29370,-92.9454,16.5852,CHIAPAS,EN OPERACION,SECRETARIA DE SALUD,1,CRUZ CHIQUITA,123,CASA DE SALUD,PRIMER NIVEL,1
CSSSA000074,NULL,LUIS ECHEVERRÍA ÁLVAREZ,NO DISPONIBLE,29370,-92.793,16.4186,CHIAPAS,EN OPERACION,SECRETARIA DE SALUD,1,LUIS ECHEVERRIA ALVAREZ,123,CASA DE SALUD,PRIMER NIVEL,1
CSSSA000086,NULL,CENTRO DE SALUD ACAPETAHUA,NO DISPONIBLE,30580,-92.6906,15.2806,CHIAPAS,EN OPERACION,SECRETARIA DE SALUD,7,ACAPETAHUA,3,RURAL DE 02 NÚCLEOS BÁSICOS,PRIMER NIVEL,1
CSSSA000091,NULL,BARRA DE ZACAPULCO,NO DISPONIBLE,30580,-92.8831,15.195,CHIAPAS,EN OPERACION,SECRETARIA DE SALUD,7,BARRA ZACAPULCO,3,RURAL DE 01 NÚCLEO BÁSICO,PRIMER NIVEL,1
CSSSA000103,NULL,EJIDO LAS MURALLAS,NO DISPONIBLE,30580,-92.8472,15.2679,CHIAPAS,EN OPERACION,SECRETARIA DE SALUD,7,LAS MURALLAS,3,RURAL DE 01 NÚCLEO BÁSICO,PRIMER NIVEL,1
CSSSA000115,NULL,LAS LAURAS,NO DISPONIBLE,30580,-92.7514,15.1728,CHIAPAS,FUERA DE OPERACION,SECRETARIA DE SALUD,7,LAS LAURAS,3,RURAL DE 01 NÚCLEO BÁSICO,PRIMER NIVEL,3
CSSSA000120,NULL,UNIDAD MÉDICA MÓVIL ACUÁTICA (LA LUPE),RANCHERÍA LA LUPE A UN COSTADO DEL TEMPLO EVANGÉLICO,30580,-92.8706,15.1751,CHIAPAS,EN OPERACION,SECRETARIA DE SALUD,7,LA LUPE,3,UNIDAD MÓVIL,PRIMER NIVEL,1
CSSSA000132,NULL,SAN JOSÉ AGUAJAL,A UN COSTADO DE LA ESCUELA PRIMARIA VALENTÍN GÓMEZ FARÍAS,30560,-92.8378,15.2459,CHIAPAS,EN OPERACION,SECRETARIA DE SALUD,7,SAN JOSE AGUAJAL,3,CASA DE SALUD,PRIMER NIVEL,1
CSSSA000144,NULL,RÍO NEGRO,1 KM. ANTES DE LA ESCUELA PRIMARIA IGNACIO ALLENDE,30580,-92.7278,15.2047,CHIAPAS,EN OPERACION,SECRETARIA DE SALUD,7,RIO NEGRO,3,CASA DE SALUD,PRIMER NIVEL,1
CSSSA000156,NULL,FRANCISCO VILLA,A 100 METROS DEL CAMPO DE FUTBOL,30580,-92.7785,15.3509,CHIAPAS,EN OPERACION,SECRETARIA DE SALUD,7,FRANCISCO VILLA,3,CASA DE SALUD,PRIMER NIVEL,1
CSSSA000161,NULL,LA GRANDEZA,A 100 METROS DE LA ESCUELA PRIMARIA BILINGÜE,30190,-91.7881,16.7094,CHIAPAS,EN OPERACION,SECRETARIA DE SALUD,9,LA GRANDEZA,4,CASA DE SALUD,PRIMER NIVEL,1
CSSSA000173,NULL,BIENES COMUNALES LA LAGUNA,A UN COSTADO DEL JARDÍN DE NIÑOS,29940,-91.9519,16.6926,CHIAPAS,EN OPERACION,SECRETARIA DE SALUD,9,LA LAGUNA,4,RURAL DE 01 NÚCLEO BÁSICO,PRIMER NIVEL,1
CSSSA000185,NULL,SANTA CECILIA EL PEDREGAL,A COSTADO DE LA ESCUELA PRIMARIA CONAFE BENITO JUÁREZ,30190,-91.9679,16.8024,CHIAPAS,FUERA DE OPERACION,SECRETARIA DE SALUD,9,SANTA CECILIA,4,CASA DE SALUD,PRIMER NIVEL,3
CSSSA000190,NULL,NUEVA GALILEA,FRENTE A LA CASA EJIDAL,30190,-91.7781,16.6249,CHIAPAS,EN OPERACION,SECRETARIA DE SALUD,9,NUEVA GALILEA,4,CASA DE SALUD,PRIMER NIVEL,1
CSSSA000202,NULL,MORELIA,A 50 METROS DE LA ESCUELA PRIMARIA,30190,-91.9678,16.7231,CHIAPAS,EN OPERACION,SECRETARIA DE SALUD,9,MORELIA (VICTORICO RODOLFO GRAJALES),4,UNIDAD MÓVIL,PRIMER NIVEL,1
CSSSA000214,NULL,SAN MIGUEL CHIPTIC,JUNTO EN LA ESCUELA PRIMARIA BILINGÜE MIGUEL HIDALGO,30190,-91.9915,16.6187,CHIAPAS,EN OPERACION,SECRETARIA DE SALUD,9,SAN MIGUEL CHIPTIC,4,CASA DE SALUD,PRIMER NIVEL,1
CSSSA000226,NULL,COL. ADOLFO LÓPEZ MATEOS,A UN COSTADO DE TIENDA DICONSA,29700,-92.8922,17.4941,CHIAPAS,EN OPERACION,SECRETARIA DE SALUD,5,ADOLFO LOPEZ MATEOS,5,CASA DE SALUD,PRIMER NIVEL,1
CSSSA000231,NULL,FRANCISCO I. MADERO,A UN LADO DEL JARDÍN DE NIÑOS,29700,-92.9177,17.4413,CHIAPAS,FUERA DE OPERACION,SECRETARIA DE SALUD,5,FRANCISCO I. MADERO,5,CASA DE SALUD,PRIMER NIVEL,3
CSSSA000243,NULL,GUADALUPE VICTORIA,DETRAS DE LA ESCUELA PRIMARIA,29700,-92.8732,17.3691,CHIAPAS,EN OPERACION,SECRETARIA DE SALUD,5,GUADALUPE VICTORIA,5,RURAL DE 01 NÚCLEO BÁSICO,PRIMER NIVEL,1
CSSSA000255,NULL,EL LIMÓN,CASA EJIDAL DE LA COMUNIDAD,29700,-92.8195,17.3089,CHIAPAS,EN OPERACION,SECRETARIA DE SALUD,5,EL LIMON,5,UNIDAD MÓVIL,PRIMER NIVEL,1
CSSSA000260,NULL,ESQUIPULAS,CERCA DE LA ESCUELA PRIMARIA,29700,-92.7705,17.3536,CHIAPAS,EN OPERACION,SECRETARIA DE SALUD,5,ESQUIPULAS,5,CASA DE SALUD,PRIMER NIVEL,1
CSSSA000272,NULL,EL NARANJO 2A. SECCIÓN,A UN COSTADO DE CONASUPO RURAL,29700,-92.7972,17.3853,CHIAPAS,EN OPERACION,SECRETARIA DE SALUD,5,EL NARANJO 2DA. SECCION,5,CASA DE SALUD,PRIMER NIVEL,1
CSSSA000284,NULL,REFORMA Y PLANADA,CERCA DE LA ESCUELA PRIMARIA LAS 3 GARANTIAS,29700,-92.8659,17.3871,CHIAPAS,EN OPERACION,SECRETARIA DE SALUD,5,REFORMA Y PLANADA,5,RURAL DE 01 NÚCLEO BÁSICO,PRIMER NIVEL,1
CSSSA000296,NULL,SAN LORENZO,A UN COSTADO DE LA CASA EJIDAL,29700,-92.92,17.3745,CHIAPAS,FUERA DE OPERACION,SECRETARIA DE SALUD,5,SAN LORENZO,5,CASA DE SALUD,PRIMER NIVEL,3
CSSSA000301,NULL,AGUACATILLO,DOMICILIO CONOCIDO,30930,-92.031063,15.599386,CHIAPAS,EN OPERACION,SECRETARIA DE SALUD,10,AGUACATILLO,6,CASA DE SALUD,PRIMER NIVEL,1
CSSSA000313,NULL,CHIQUISBIL,AL LADO DE LA IGLESIA,30930,-92.136166,15.442797,CHIAPAS,EN OPERACION,SECRETARIA DE SALUD,10,CHIQUISBIL,6,CASA DE SALUD,PRIMER NIVEL,1
CSSSA000325,NULL,FRANCISCO I. MADERO,CERCA DE LA CASA DE DOÑA LEONOR AGUILAR,30930,-92.088463,15.513769,CHIAPAS,EN OPERACION,SECRETARIA DE SALUD,10,FRANCISCO I. MADERO,6,RURAL DE 01 NÚCLEO BÁSICO,PRIMER NIVEL,1
CSSSA000330,NULL,NUEVA MORELIA (CONCEPCIÓN MORELIA),DOMICILIO CONOCIDO,30930,-92.1458,15.6181,CHIAPAS,FUERA DE OPERACION,SECRETARIA DE SALUD,10,NUEVA MORELIA,6,CASA DE SALUD,PRIMER NIVEL,3
CSSSA000342,NULL,OJO DE AGUA LAS CRUCES,DOMICILIO CONOCIDO,30930,-92.036605,15.585306,CHIAPAS,EN OPERACION,SECRETARIA DE SALUD,10,OJO DE AGUA LAS CRUCES,6,CASA DE SALUD,PRIMER NIVEL,1
CSSSA000354,NULL,PACAYAL FRONTERA,AL LADO DEL CAMPO DE FUTBOL PACAYAL.,30930,-92.041,15.598,CHIAPAS,EN OPERACION,SECRETARIA DE SALUD,10,EL PACAYAL,6,RURAL DE 02 NÚCLEOS BÁSICOS,PRIMER NIVEL,1
CSSSA000366,NULL,POTRERILLO,DOMICILIO CONOCIDO,30930,-92.0213,15.6284,CHIAPAS,FUERA DE OPERACION,SECRETARIA DE SALUD,10,POTRERILLO,6,CASA DE SALUD,PRIMER NIVEL,3
CSSSA000371,NULL,RÍO GUERRERO,SOBRE EL CAMINO AL 20 DE NOVIEMBRE,30930,-92.151047,15.579278,CHIAPAS,EN OPERACION,SECRETARIA DE SALUD,10,RIO GUERRERO,6,RURAL DE 01 NÚCLEO BÁSICO,PRIMER NIVEL,1
CSSSA000383,NULL,20 DE NOVIEMBRE,DOMICILIO CONOCIDO,30930,-92.078731,15.562712,CHIAPAS,EN OPERACION,SECRETARIA DE SALUD,10,VEINTE DE NOVIEMBRE,6,CASA DE SALUD,PRIMER NIVEL,1
CSSSA000395,NULL,PALESTINA,DOMICILIO CONOCIDO,30930,-92.117098,15.534285,CHIAPAS,EN OPERACION,SECRETARIA DE SALUD,10,PALESTINA,6,CASA DE SALUD,PRIMER NIVEL,1
CSSSA000400,NULL,LA MERCED,INSURGENTES,29250,-92.3392,16.5488,CHIAPAS,FUERA DE OPERACION,SECRETARIA DE SALUD,2,LA MERCED,7,UNIDAD MÓVIL,PRIMER NIVEL,3
CSSSA000412,NULL,H. B. C. DE ÁNGEL ALBINO CORZO,CARRETERA SALIDA PALESTINA,30370,-92.717135,15.872427,CHIAPAS,EN OPERACION,SECRETARIA DE SALUD,4,JALTENANGO DE LA PAZ (ANGEL ALBINO CORZO),8,HOSPITAL INTEGRAL (COMUNITARIO),SEGUNDO NIVEL,1
CSSSA000424,NULL,LIBERTAD EL PAJAL,ENTRADA A LA COLONIA FRENTE A LA PRIMARIA,30370,-92.6593,15.7802,CHIAPAS,EN OPERACION,SECRETARIA DE SALUD,4,LIBERTAD DEL PAJAL,8,CASA DE SALUD,PRIMER NIVEL,1
CSSSA000436,NULL,NUEVA INDEPENDENCIA,FRENTE A LA ESCUELA TELESECUNDARIA,30495,-92.5778,15.6725,CHIAPAS,EN OPERACION,SECRETARIA DE SALUD,4,NUEVA INDEPENDENCIA,8,RURAL DE 01 NÚCLEO BÁSICO,PRIMER NIVEL,1
CSSSA000441,NULL,SALVADOR URBINA,UN LADO DE LA CASA EJIDAL,30370,-92.8172,15.7804,CHIAPAS,EN OPERACION,SECRETARIA DE SALUD,4,SALVADOR URBINA,8,CASA DE SALUD,PRIMER NIVEL,1
CSSSA000453,NULL,HOSPITAL GENERAL JUÁREZ ARRIAGA,FRANCISCO SARABIA,30450,-93.887308,16.241433,CHIAPAS,EN OPERACION,SECRETARIA DE SALUD,8,ARRIAGA,9,HOSPITAL GENERAL,SEGUNDO NIVEL,1
CSSSA000465,NULL,ARRIAGA,SEGUNDA SUR Y TERCERA PONIENTE,30450,-93.9041,16.2332,CHIAPAS,EN OPERACION,SECRETARIA DE SALUD,8,ARRIAGA,9,URBANO DE 06 NÚCLEOS BÁSICOS,PRIMER NIVEL,1
CSSSA000470,NULL,LAS ARENAS,PRINCIPAL POR LA TIENDA COPLAMAR,30450,-94.0053,16.225,CHIAPAS,EN OPERACION,SECRETARIA DE SALUD,8,LAS ARENAS,9,CASA DE SALUD,PRIMER NIVEL,1
